company_name,cin,financial_year,cohort,sector,missing_count,missing_columns
SKF India Limited,L29130MH1961PLC011980,2016,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
SKF India Limited,L29130MH1961PLC011980,2014,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Schaeffler India Limited,L29130GJ1962PLC001167,2017,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Schaeffler India Limited,L29130GJ1962PLC001167,2016,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Schaeffler India Limited,L29130GJ1962PLC001167,2015,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Senco Gold Limited,L36911WB1994PLC063674,2020,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Senco Gold Limited,L36911WB1994PLC063674,2019,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Senco Gold Limited,L36911WB1994PLC063674,2018,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Siemens Limited,L28920MH1957PLC010839,2017,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Siemens Limited,L28920MH1957PLC010839,2016,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Siemens Limited,L28920MH1957PLC010839,2015,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Steel Authority of India Limited,L27109DL1973GOI006454,2016,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Steel Authority of India Limited,L27109DL1973GOI006454,2015,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Steel Authority of India Limited,L27109DL1973GOI006454,2014,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Sun Pharmaceutical Industries Limited,L24230GJ1993PLC019050,2016,non_defaulter,Pharma,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Sun Pharmaceutical Industries Limited,L24230GJ1993PLC019050,2015,non_defaulter,Pharma,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Sun Pharmaceutical Industries Limited,L24230GJ1993PLC019050,2014,non_defaulter,Pharma,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Tata Elxsi Limited,L85110KA1989PLC009968,2017,non_defaulter,IT / Services,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Tata Elxsi Limited,L85110KA1989PLC009968,2016,non_defaulter,IT / Services,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Tata Elxsi Limited,L85110KA1989PLC009968,2015,non_defaulter,IT / Services,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Tata Steel Limited,L27100WB1907PLC001473,2016,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Tata Steel Limited,L27100WB1907PLC001473,2015,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Tata Steel Limited,L27100WB1907PLC001473,2014,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Thermax Limited,L29299PN1980PLC022787,2017,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Thermax Limited,L29299PN1980PLC022787,2016,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Thermax Limited,L29299PN1980PLC022787,2015,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Timken India Limited,L29130KA1996PLC048230,2017,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Timken India Limited,L29130KA1996PLC048230,2016,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Timken India Limited,L29130KA1996PLC048230,2015,non_defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Titan Company Limited,L74999TZ1984PLC001456,2017,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Titan Company Limited,L74999TZ1984PLC001456,2016,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Titan Company Limited,L74999TZ1984PLC001456,2015,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Trident Limited,L17119PB1990PLC010365,2017,non_defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Trident Limited,L17119PB1990PLC010365,2016,non_defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Trident Limited,L17119PB1990PLC010365,2015,non_defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
UltraTech Cement Limited,L26940MH2000PLC128420,2016,non_defaulter,Cement,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
UltraTech Cement Limited,L26940MH2000PLC128420,2015,non_defaulter,Cement,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
UltraTech Cement Limited,L26940MH2000PLC128420,2014,non_defaulter,Cement,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Vaibhav Global Limited,L36911RJ1989PLC004945,2017,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Vaibhav Global Limited,L36911RJ1989PLC004945,2016,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Vaibhav Global Limited,L36911RJ1989PLC004945,2015,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
TBZ - The Bride's Jeweller,L27205MH2007PLC167425,2017,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
TBZ - The Bride's Jeweller,L27205MH2007PLC167425,2016,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
TBZ - The Bride's Jeweller,L27205MH2007PLC167425,2015,non_defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jindal Steel & Power Limited,L27105HR1979PLC009913,2017,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jindal Steel & Power Limited,L27105HR1979PLC009913,2016,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jindal Steel & Power Limited,L27105HR1979PLC009913,2015,non_defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Welspun India Limited,L17119GJ1985PLC033347,2017,non_defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Welspun India Limited,L17119GJ1985PLC033347,2016,non_defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Welspun India Limited,L17119GJ1985PLC033347,2015,non_defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Dr Reddy's Laboratories Limited,L85195TG1984PLC004507,2017,non_defaulter,Pharma,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Dr Reddy's Laboratories Limited,L85195TG1984PLC004507,2016,non_defaulter,Pharma,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Dr Reddy's Laboratories Limited,L85195TG1984PLC004507,2015,non_defaulter,Pharma,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Indian Hotels Company Limited,L74999MH1902PLC000183,2017,non_defaulter,Travel / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Indian Hotels Company Limited,L74999MH1902PLC000183,2016,non_defaulter,Travel / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Indian Hotels Company Limited,L74999MH1902PLC000183,2015,non_defaulter,Travel / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Oil and Natural Gas Corporation Limited,L74899DL1993GOI054155,2017,non_defaulter,Oil & Gas,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Oil and Natural Gas Corporation Limited,L74899DL1993GOI054155,2016,non_defaulter,Oil & Gas,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Oil and Natural Gas Corporation Limited,L74899DL1993GOI054155,2015,non_defaulter,Oil & Gas,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Housing Development and Infra,L70100MH1996PLC101379,2016,defaulter,Real Estate,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Housing Development and Infra,L70100MH1996PLC101379,2017,defaulter,Real Estate,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Housing Development and Infra,L70100MH1996PLC101379,2018,defaulter,Real Estate,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Monnet Ispat & Energy Ltd,L02710CT1990PLC009826,2014,defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Monnet Ispat & Energy Ltd,L02710CT1990PLC009826,2015,defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Monnet Ispat & Energy Ltd,L02710CT1990PLC009826,2016,defaulter,Steel & Metals,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Ruchi Soya Industries Ltd,L15140MH1986PLC038536,2014,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Ruchi Soya Industries Ltd,L15140MH1986PLC038536,2015,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Ruchi Soya Industries Ltd,L15140MH1986PLC038536,2016,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
SVOGL Oil Gas and Energy,L74899DL1989PLC038542,2013,defaulter,Oil & Gas / Energy,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
SVOGL Oil Gas and Energy,L74899DL1989PLC038542,2014,defaulter,Oil & Gas / Energy,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
SVOGL Oil Gas and Energy,L74899DL1989PLC038542,2015,defaulter,Oil & Gas / Energy,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
First Leasing Co of India,L65910TN1973PLC006423,2011,defaulter,NBFC / Leasing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
First Leasing Co of India,L65910TN1973PLC006423,2012,defaulter,NBFC / Leasing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
First Leasing Co of India,L65910TN1973PLC006423,2013,defaulter,NBFC / Leasing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Winsome Diamonds and Jewellery,L36910GJ1985PLC015915,2011,defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Winsome Diamonds and Jewellery,L36910GJ1985PLC015915,2012,defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Moser Baer India,L51909DL1983PLC015418,2013,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Moser Baer India,L51909DL1983PLC015418,2015,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Moser Baer India,L51909DL1983PLC015418,2016,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
S Kumars Nationwide,L17120MH1990PLC058361,2011,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
S Kumars Nationwide,L17120MH1990PLC058361,2012,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
S Kumars Nationwide,L17120MH1990PLC058361,2013,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Winsome Diamonds and Jewellery,L36910GJ1985PLC015915,2010,defaulter,Gems & Jewellery,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
